https://content.onliner.by/news/main/7365195cd0fc73e5006e1a62fe4b9f96.jpeg,Топ бесплатных приложений в ноябре 2018,"Продолжаем обозревать интересные приложения для двух наиболее востребованных мобильных платформ — Android и iOS. Мы расскажем о понравившихся нам программах, свежие версии которых вышли недавно. С официальными рейтингами и подборками новых приложений традиционно можно ознакомиться на сайтах Google и Apple. В комментариях вы можете перечислить программы, которые, по вашему мнению, также заслуживают внимания."
https://content.onliner.by/news/submain/fcf5b6160d7bf4a84e9e991911568215.jpeg,Криптобиржа Binance объяснила отказ от обслуживания белорусских трейдеров,"Крупная криптовалютная биржа Binance разослала белорусским пользователям письмо, в котором заявила о прекращении работы с клиентами из нашей страны. Подробности и комментарий эксперта читайте в нашем материале."
https://content.onliner.by/news/submain/30b247f5f00712d40875f48986093f39.jpeg,"Глава Gionee проиграл 144 миллиона в казино, компания на грани банкротства","Китайский производитель смартфонов Gionee не добился большой популярности даже у себя на родине. И теперь находится на грани банкротства, не может рассчитаться со своими поставщиками. Ситуацию усугубил тот факт, что председатель Gionee умудрился проиграть в казино $144 млн."
https://content.onliner.by/news/submain/962c129bdeb9928c90e5b5ade9102bff.jpeg,Технологию гибких экранов Samsung незаконно продали китайцам,"Южнокорейские власти расследуют дело о промышленном шпионаже. Под подозрением находится девять человек — сотрудники компании Toptec Co Ltd. Предположительно, топ-менеджер этой фирмы, а также восемь других ее работников замешаны в продаже китайской компании технологии гибких дисплеев, принадлежащей Samsung."
https://content.onliner.by/news/submain/de818f49a59d55da326c596ff4daeec6.jpeg,В сеть попала реклама смартфона Huawei с дыркой в экране,"Ресурс GSMArena опубликовал рекламный плакат Huawei, посвященный смартфону с дыркой в экране. Аппарат будет представлен в декабре, следует из информации на постере. На картинке можно видеть звездное небо с черной дырой в левой части вверху. Она символизирует фронтальную камеру."
https://content.onliner.by/news/submain/236369737d56d183cc72e3ade09e2259.jpeg,Мужчина построил ковчег по библейским описаниям и хочет переправить его в Израиль,"Житель Нидерландов Йохан Хейберс решил построить собственный ковчег еще в 1993 году, когда читал своим детям историю о Ное. Обычной болтовней дело не закончилось: примерно через тринадцать лет его работа была завершена. Тем не менее результат автора не удовлетворил: его судно оказалось вдвое меньше, чем описано в Библии."
https://content.onliner.by/news/main/46e9dad2d2810bee496ba680412fd056.jpeg,"«Чтобы новые окна не воровали, мы на них матерные слова выцарапывали». Исповедь бывшего коммунальщика","Onliner продолжает цикл, который поможет лучше понять людей из разных сфер жизни. В этом выпуске работник обычного минского ЖЭСа расскажет, как сложился образ типичного коммунальщика, объяснит обилие «косяков» и наплевательское отношение, с которым нам порой приходится мириться, и поделится странными коммунальными лайфхаками, о которых многие могли не догадываться."
https://content.onliner.by/news/submain/94cd3f5ea2e916d958b7d80129f9435e.jpeg,"Знаменитый дом-замок под Минском, где проводились закрытые вечеринки, выставлен на продажу за $600 000","Один из самых колоритных и необычных частных домов Беларуси оказался в базе данных Onliner. На продажу выставлен знаменитый шестиэтажный коттедж в Ратомке с интерьерами, полными загадок и абсурда. Стать обладателем дома площадью целых 800 квадратных метров можно за $600 000."
https://content.onliner.by/news/submain/79c2e09982c8044bf6ed430f04006c28.jpeg,Есть чем гордиться? Какие здания в Минске могут стать объектами года,"В Беларуси объявлен ежегодный конкурс на лучшее достижение в строительной отрасли. Жюри определит победителей в различных номинациях, в том числе назовет здания, признанные объектами 2018 года в столице и других регионах страны. Какие же минские новостройки могут носить это гордое звание?"
https://content.onliner.by/news/submain/e94f84e6abb8ee5bdc1d7350f2b9df86.jpeg,В Гомеле продают заброшенный советский кинотеатр. Начальная цена — 147 рублей,"«Юбилейный» был открыт в 1979 году. Типовой двухэтажный кинотеатр работал вплоть до конца 2011 года, однако после его решили закрыть из-за нерентабельности. С тех пор здание неоднократно выставлялось на торги, однако своего покупателя так и не нашло. Цены постепенно снижались: в последний раз продать его пытались за 940 тысяч рублей."
